apiAuditId,moduleName,exportName,route,requestMethod,discoveredFrom,moduleChecksum,checksumSource,inRepo,inPkg,repoPkgChecksumDiffer,title,category,frequency,testPhase,sideEffectClass,authRequirementHypothesis,paginationKind,consumes,produces,aliasOf,replacement,deprecatedEvidence,cryptoMode,checkToken,unblock,hasCookie,localOnly,asyncFn,params,defaults,plannedCaseCount,executedCaseCount,terminalStatus,reportPath,blocker
ncm.cloud_import,cloud_import,cloud_import,/api/cloud/upload/check/v2,POST,"repo-module,pkg-module,types,docs:/cloud/import",208a1295b6127ad80248fc5be49b3467e222f39cac5636cf843b52234c722b8a,pkg,true,true,false,云盘导入歌曲,cloud,medium,P2,upload,user,none,,,,,,,false,false,false,false,true,"id,artist,album,md5,bitrate,fileSize,song,fileType","[object Object],[object Object]",7,0,blocked_by_safety,endpoints/ncm.cloud_import.md,支付/购买类：仅静态分析与负向探测，成功路径不执行（手册 §12.8）
ncm.cloud_lyric_get,cloud_lyric_get,cloud_lyric_get,/api/cloud/lyric/get,POST/eapi,"repo-module,pkg-module,types,docs:/cloud/lyric/get",589733567c1353036b7d99365258379f9fb510edba20a0704690955ad50b71b4,pkg,true,true,false,获取云盘歌词,cloud,medium,P2,reversible_write,user,none,userId,,,,,eapi,false,false,false,false,true,"uid,sid",,4,0,blocked_by_prerequisite,endpoints/ncm.cloud_lyric_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.cloud_match,cloud_match,cloud_match,/api/cloud/user/song/match,POST/weapi,"repo-module,pkg-module,types,docs:/cloud/match",fcc3202bab998fb1ab6d9b5286b8c29a78a968f7e79823c4afae99b11d0ce653,pkg,true,true,false,,cloud,medium,P2,reversible_write,user,none,userId,,,,,weapi,false,false,false,false,true,"uid,sid,asid",,4,0,blocked_by_prerequisite,endpoints/ncm.cloud_match.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.cloud_upload_complete,cloud_upload_complete,cloud_upload_complete,/api/upload/cloud/info/v2,POST,"repo-module,pkg-module,types,docs-missing",cc122ef92836e95d8aa97dd45779c7b64da00213a90daffec1c6bb357825c044,pkg,true,true,false,,cloud,medium,P2,upload,user,none,,,,,,,false,false,false,false,true,,,7,0,blocked_by_prerequisite,endpoints/ncm.cloud_upload_complete.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.cloud_upload_token,cloud_upload_token,cloud_upload_token,/api/cloud/upload/check,POST/weapi,"repo-module,pkg-module,types,docs-missing",221f2cacd49d9e8468bf7ffb5e80f7987ac3592901c3aac1b7491de2a661f40d,pkg,true,true,false,,cloud,medium,P2,upload,user,none,,,,,,weapi,false,false,false,false,true,,,7,0,blocked_by_prerequisite,endpoints/ncm.cloud_upload_token.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.cloudsearch,cloudsearch,cloudsearch,/api/cloudsearch/pc,POST,"repo-module,pkg-module,types,docs-missing",2c831a3a86413c2747b92970041387fcdb934aba5aabf9a6c2f91816ade80657,pkg,true,true,false,搜索,search,high,P0,read,none,offset,pageToken,"songId,artistId,albumId,playlistId,mvId,videoId,djId",,,,,false,false,false,false,true,"keywords,type,limit,offset","[object Object],[object Object],[object Object]",10,8,partial,endpoints/ncm.cloudsearch.md,AUTH_USER 登录层缺失（账号待申请，见 B-002）；三态对比未完成
ncm.comment,comment,comment,/api/resource/comments/${query.t} (templated),POST/eapi,"repo-module,pkg-module,types,docs:/comment",fa2046784eb7e3d37e7ab3067e6f366d94b40e26fc78776e76251c6be0f50469,pkg,true,true,false,发送与删除评论,other,medium,P1,read,none,none,"commentId,threadId","commentId,threadId",,,,eapi,false,false,false,false,true,"t,type,id,threadId,content,commentId",,6,4,partial,endpoints/ncm.comment.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.comment_add,comment_add,comment_add,/api/resource/comments/add,POST/xeapi,"repo-module,pkg-module,types-missing,docs-missing",26ed6f24769517b30e10eacbc8712bf82f780bfed56e5ab61b25dab1bb1fa550,pkg,true,true,false,发送评论,comment,high,P1,reversible_write,user,none,targetResourceId,"commentId,threadId",,,,xeapi,false,false,false,false,true,"type,id,content",,4,0,blocked_by_prerequisite,endpoints/ncm.comment_add.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.comment_album,comment_album,comment_album,/api/v1/resource/comments/R_AL_3_${query.id} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/comment/album",08d651f8b4751461378cfa9755fbe9b142213e2d2dd329de15d661e4e43ddae5,pkg,true,true,false,专辑评论,comment,high,P1,read,none,cursor,"targetResourceId,pageToken","commentId,threadId",,,,weapi,false,false,false,false,true,"id,limit,offset,before","[object Object],[object Object],[object Object]",8,4,partial,endpoints/ncm.comment_album.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.comment_delete,comment_delete,comment_delete,/api/resource/comments/delete,POST/xeapi,"repo-module,pkg-module,types-missing,docs-missing",10ba851110e5ee54285930be10794192904fcd286097514c7b0f34afd7f7c984,pkg,true,true,false,删除评论,comment,high,P1,reversible_write,user,none,targetResourceId,"commentId,threadId",,,,xeapi,false,false,false,false,true,"cid,type,id",,4,0,blocked_by_prerequisite,endpoints/ncm.comment_delete.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.comment_dj,comment_dj,comment_dj,/api/v1/resource/comments/A_DJ_1_${query.id} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/comment/dj",9d5d445ca307b5fac1a265f4bdfc81aaf8bd7a6013df2f15d4376ce3b02b775b,pkg,true,true,false,电台评论,comment,high,P1,read,none,cursor,"targetResourceId,pageToken","commentId,threadId",,,,weapi,false,false,false,false,true,"id,limit,offset,before","[object Object],[object Object],[object Object]",8,4,partial,endpoints/ncm.comment_dj.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.comment_event,comment_event,comment_event,/api/v1/resource/comments/${query.threadId} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/comment/event",a23a51f29c800883f1b95cc8ef3b57e5654642fca7e9be4d2a909efe5c08907a,pkg,true,true,false,获取动态评论,comment,medium,P1,read,none,cursor,"threadId,pageToken","commentId,threadId",,,,weapi,false,false,false,false,true,"limit,offset,before,threadId","[object Object],[object Object],[object Object]",8,0,blocked_by_prerequisite,endpoints/ncm.comment_event.md,缺夹具：eventId 无生产者（池为空）
ncm.comment_floor,comment_floor,comment_floor,/api/resource/comment/floor/get,POST/weapi,"repo-module,pkg-module,types,docs:/comment/floor",78593f31a824e7c0d65bcbbd29ac32be62303195792c2adc8ed9e20be697cc8a,pkg,true,true,false,,comment,medium,P1,read,none,cursor,"targetResourceId,pageToken","commentId,threadId",,,,weapi,false,false,false,false,true,"type,parentCommentId,id,time,limit",[object Object],8,4,partial,endpoints/ncm.comment_floor.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.comment_hot,comment_hot,comment_hot,/api/v1/resource/hotcomments/${query.type}${query.id} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/comment/hot",94fafa467651ee90fa732d4e745696decd598b31f7d08abf234d8ff1f0009c6d,pkg,true,true,false,热门评论,comment,high,P1,read,none,cursor,"targetResourceId,pageToken","commentId,threadId",,,,weapi,false,false,false,false,true,"type,id,limit,offset,before","[object Object],[object Object],[object Object]",8,4,partial,endpoints/ncm.comment_hot.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.comment_hug_list,comment_hug_list,comment_hug_list,/api/v2/resource/comments/hug/list,POST,"repo-module,pkg-module,types,docs:/comment/hug/list",5d54a3d1ec0aab5bb765cfe4fe46322dc203aa664b18cc3d3f025a2da3677524,pkg,true,true,false,,comment,medium,P1,read,none,cursor,"userId,pageToken","commentId,threadId",,,,,false,false,false,false,true,"type,sid,uid,cid,cursor,page,idCursor,pageSize","[object Object],[object Object],[object Object]",8,3,partial,endpoints/ncm.comment_hug_list.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.comment_info_list,comment_info_list,comment_info_list,/api/resource/commentInfo/list,POST/weapi,"repo-module,pkg-module,types,docs:/comment/info/list",c0b6dd8ff3c09ef9541344c01d3525bb2e83fdd1b504f2fee71d5d99abf85730,pkg,true,true,false,评论统计数据,comment,medium,P1,read,none,none,targetResourceId,"commentId,threadId",,,,weapi,false,false,false,false,true,"ids,id,type",,8,4,partial,endpoints/ncm.comment_info_list.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.comment_like,comment_like,comment_like,/api/v1/comment/${query.t} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/comment/like",ccbb0b2114b1301022fafe4b5ca2265bd1861378500c3ef1978a06ed8c3b50bf,pkg,true,true,false,点赞与取消点赞评论,comment,high,P1,reversible_write,user,none,"targetResourceId,threadId","commentId,threadId",,,,weapi,false,false,false,false,true,"t,type,id,cid,threadId",,4,0,blocked_by_prerequisite,endpoints/ncm.comment_like.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.comment_music,comment_music,comment_music,/api/v1/resource/comments/R_SO_4_${query.id} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/comment/music",f2da30b1e7bf7028c5679cc77314a91936e58cd2679409d9040d3ba7e5d1c1ad,pkg,true,true,false,歌曲评论,comment,high,P1,read,none,cursor,"targetResourceId,pageToken","commentId,threadId",,,,weapi,false,false,false,false,true,"id,limit,offset,before","[object Object],[object Object],[object Object]",8,5,partial,endpoints/ncm.comment_music.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.comment_mv,comment_mv,comment_mv,/api/v1/resource/comments/R_MV_5_${query.id} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/comment/mv",e412c1ba6bdf7230d690cffc1c6f25cbfbe6a9394ddc9c2c937192c9949e5acc,pkg,true,true,false,MV评论,comment,high,P1,read,none,cursor,"targetResourceId,pageToken","commentId,threadId",,,,weapi,false,false,false,false,true,"id,limit,offset,before","[object Object],[object Object],[object Object]",8,4,partial,endpoints/ncm.comment_mv.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.comment_new,comment_new,comment_new,/api/v2/resource/comments,POST,"repo-module,pkg-module,types,docs:/comment/new",5434cdaf8854cd77d654fc54a3588752a1912a34922d3974fe40b73dbde82348,pkg,true,true,false,评论,comment,high,P1,read,none,cursor,"targetResourceId,pageToken","commentId,threadId",,,,,false,false,false,false,true,"type,id,pageSize,pageNo,sortType,cursor,showInner",,8,5,partial,endpoints/ncm.comment_new.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.comment_playlist,comment_playlist,comment_playlist,/api/v1/resource/comments/A_PL_0_${query.id} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/comment/playlist",43770523b279a41c88c07c77133b2e93895b90bd83a421d6073269dde3609a9a,pkg,true,true,false,歌单评论,comment,high,P1,read,none,cursor,"targetResourceId,pageToken","commentId,threadId",,,,weapi,false,false,false,false,true,"id,limit,offset,before","[object Object],[object Object],[object Object]",8,4,partial,endpoints/ncm.comment_playlist.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.comment_reply,comment_reply,comment_reply,/api/v1/resource/comments/reply,POST/xeapi,"repo-module,pkg-module,types-missing,docs-missing",53d7b48ab3058b34d048cc726d3e886ba828676b0ed5f0ed34b1fd63951b4bf5,pkg,true,true,false,发送评论,comment,high,P1,reversible_write,user,none,targetResourceId,"commentId,threadId",,,,xeapi,false,false,false,false,true,"type,id,cid,content",,4,0,blocked_by_prerequisite,endpoints/ncm.comment_reply.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.comment_report,comment_report,comment_report,/api/report/reportcomment,POST,"repo-module,pkg-module,types,docs:/comment/report",27744a77501b431a4ef7b81bd25a6f6e9a6a0c01832acfa60f2c6e6185f126d2,pkg,true,true,false,举报评论,comment,medium,P1,reversible_write,user,none,targetResourceId,"commentId,threadId",,,,,false,false,false,false,true,"id,cid,reason",,4,0,blocked_by_prerequisite,endpoints/ncm.comment_report.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.comment_video,comment_video,comment_video,/api/v1/resource/comments/R_VI_62_${query.id} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/comment/video",80a11779d1782cda8e1f354af0724f7aadbcfe86afde7bec8af202dcee0ec420,pkg,true,true,false,视频评论,comment,high,P1,read,none,cursor,"targetResourceId,pageToken","commentId,threadId",,,,weapi,false,false,false,false,true,"id,limit,offset,before","[object Object],[object Object],[object Object]",8,0,blocked_by_prerequisite,endpoints/ncm.comment_video.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.countries_code_list,countries_code_list,countries_code_list,/api/lbs/countries/v1,POST,"repo-module,pkg-module,types,docs:/countries/code/list",a26131b47d7b1bf8942dd1756100b4e2f3767ed9bc73398dd9968740d9606721,pkg,true,true,false,国家编码列表,auth,rare,P0,read,none,none,,,,,,,false,false,false,false,true,,,5,4,partial,endpoints/ncm.countries_code_list.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.creator_authinfo_get,creator_authinfo_get,creator_authinfo_get,/api/user/creator/authinfo/get,POST,"repo-module,pkg-module,types,docs-missing",a42d2b8d2732fabc84b809d221477f2214ecd1790ce2157914d82a53918a445b,pkg,true,true,false,获取达人用户信息,other,rare,P5,read,none,none,,,,,,,false,false,false,false,true,,,5,4,partial,endpoints/ncm.creator_authinfo_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.daily_signin,daily_signin,daily_signin,/api/point/dailyTask,POST,"repo-module,pkg-module,types,docs:/daily_signin",6b6183fefb762f25ef5b46682b7556878227298fd878f38d4b899275f94c53c7,pkg,true,true,false,签到,sign,high,P3,reversible_write,user,none,,,,,,,false,false,false,false,true,type,[object Object],4,0,blocked_by_prerequisite,endpoints/ncm.daily_signin.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.decrypt,decrypt,decrypt,direct-call,direct-call,"repo-module,pkg-module,types-missing,docs-missing",1911cfd130ff5567cf8877a2bcd48b23b2b73a6ded79a57279c34de2aa7f3121,pkg,true,true,true,,other,medium,P5,read,none,none,,,,,,,false,false,false,true,true,"crypto,data,hexString,isReq",,6,4,partial,endpoints/ncm.decrypt.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.device_kickoff,device_kickoff,device_kickoff,/api/middle/user/security/device/kickoff,POST/eapi,"repo-module,pkg-module,types-missing,docs:/device/kickoff",6cc52fdd36ec40354f36259735ccb12437b0fafbaa55c6774b2687d467216214,pkg,true,true,false,强制下线设备,device,rare,P4,reversible_write,user,none,,,,,,eapi,false,false,false,false,true,"deviceKey,captcha",[object Object],4,0,blocked_by_prerequisite,endpoints/ncm.device_kickoff.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.device_list,device_list,device_list,/api/middle/user/device/list,POST/eapi,"repo-module,pkg-module,types-missing,docs:/device/list",f031beb97bb35910d92a076a9212308ca78ace8c19b588e2ff6562fe265c0dc8,pkg,true,true,false,登录设备列表,device,rare,P4,read,user,none,,,,,,eapi,false,false,false,false,true,,,5,0,blocked_by_prerequisite,endpoints/ncm.device_list.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.digitalAlbum_detail,digitalAlbum_detail,digitalAlbum_detail,/api/vipmall/albumproduct/detail,POST/weapi,"repo-module,pkg-module,types,docs:/digitalAlbum/detail",4133463315b360164c34ad1b1df10d7208f35b1c9e5e10516748113f5539e50c,pkg,true,true,false,数字专辑详情,digital-album,medium,P2,read,user,none,,,,,,weapi,false,false,false,false,true,id,,6,4,partial,endpoints/ncm.digitalAlbum_detail.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.digitalAlbum_ordering,digitalAlbum_ordering,digitalAlbum_ordering,/api/ordering/web/digital,POST/weapi,"repo-module,pkg-module,types,docs:/digitalAlbum/ordering",415537ea0fef3299c7da3317aebd3a9e14f30e808b5604913ede066fff4451f2,pkg,true,true,false,购买数字专辑,digital-album,medium,P2,payment,user,none,,,,,,weapi,false,false,false,false,true,"payment,id,quantity",,2,0,blocked_by_safety,endpoints/ncm.digitalAlbum_ordering.md,支付/购买类：仅静态分析与负向探测，成功路径不执行（手册 §12.8）
ncm.digitalAlbum_purchased,digitalAlbum_purchased,digitalAlbum_purchased,/api/digitalAlbum/purchased,POST/weapi,"repo-module,pkg-module,types,docs:/digitalAlbum/purchased",168f964b774ea57bd7f43d748e62a2d030ce4aac7ef5754c3a9490209e2d2834,pkg,true,true,false,我的数字专辑,digital-album,medium,P2,read,user,offset,pageToken,,,,,weapi,false,false,false,false,true,"limit,offset","[object Object],[object Object]",10,0,blocked_by_prerequisite,endpoints/ncm.digitalAlbum_purchased.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.digitalAlbum_sales,digitalAlbum_sales,digitalAlbum_sales,/api/vipmall/albumproduct/album/query/sales,POST/weapi,"repo-module,pkg-module,types,docs:/digitalAlbum/sales",95df58a42052ce10bcdc268b69889b6acc6742a700ee7948b0ec536abb85da3a,pkg,true,true,false,数字专辑销量,digital-album,medium,P2,read,user,none,,,,,,weapi,false,false,false,false,true,ids,,6,4,partial,endpoints/ncm.digitalAlbum_sales.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.dj_banner,dj_banner,dj_banner,/api/djradio/banner/get,POST/weapi,"repo-module,pkg-module,types,docs:/dj/banner",7deb26c97c48ca69a8d966db7366bd8637aa2a90936a987bec0a9ea09b0f469e,pkg,true,true,false,电台banner,dj,medium,P2,read,none,none,,"djId,programId,radioId",,,,weapi,false,false,false,false,true,,,6,4,partial,endpoints/ncm.dj_banner.md,AUTH_USER 登录层缺失（账号待申请，见 B-002）；三态对比未完成
ncm.dj_category_excludehot,dj_category_excludehot,dj_category_excludehot,/api/djradio/category/excludehot,POST/weapi,"repo-module,pkg-module,types,docs:/dj/category/excludehot",93ae08ebe30f89ec396f121dc0b66fa4a66eca147b804dc327c8487bfd9c1760,pkg,true,true,false,电台非热门类型,dj,medium,P2,read,none,none,,"djId,programId,radioId",,,,weapi,false,false,false,false,true,,,6,4,partial,endpoints/ncm.dj_category_excludehot.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
